Driverid (Truck Mileage),Rdate,Truckid (Truck Mileage),Gas,Miles,Mpg
A52,feb12,A52,2304,11403,4.94921875
A52,jan12,A52,2656,11225,4.226280120
A52,dec11,A52,2476,11421,4.612681745
A52,nov11,A52,2931,14594,4.979187990
A52,oct11,A52,1837,10251,5.580293958
A52,sep11,A52,2641,12316,4.663385081
A52,aug11,A52,3087,14174,4.591512796
A52,jul11,A52,2422,11656,4.812551610
A52,jun11,A52,2854,10324,3.617379117
A52,may11,A52,2854,13089,4.586194814
A52,apr11,A52,2854,12053,4.223195515
A52,mar11,A52,2854,11511,4.033286615
A52,feb11,A52,2854,12959,4.540644709
A52,jan11,A52,2854,12291,4.306587246
A52,dec10,A52,2854,12167,4.263139453
A52,nov10,A52,2854,14738,5.163980378
A52,oct10,A52,2854,15021,5.263139453
A52,sep10,A52,2854,13469,4.719341275
A52,aug10,A52,2854,15080,5.283812193
A52,jul10,A52,2854,15025,5.264540995
A52,jun10,A52,2854,13005,4.556762439
A52,may10,A52,2854,12213,4.279257183
A52,apr10,A52,2854,13163,4.612123336
A52,mar10,A52,2854,10128,3.548703574
A52,feb10,A52,2854,13802,4.836019622
A52,jan10,A52,2854,14835,5.197967765
A52,dec09,A52,2854,11999,4.204274702
A52,nov09,A52,2854,12215,4.279957954
A52,oct09,A52,2854,13297,4.659074982
A52,sep09,A52,2854,12157,4.259635599
A52,aug09,A52,2854,13679,4.792922214
A52,jul09,A52,2854,10040,3.517869657
A52,jun09,A52,2854,10999,3.853889278
A52,may09,A52,2854,9341,3.272950245
A52,apr09,A52,2854,13359,4.680798879
A52,mar09,A52,2854,14979,5.248423266
A52,feb09,A52,2854,12346,4.325858444
A52,jan09,A52,2854,14438,5.058864751
A53,jun13,A53,2049,9796,4.780868716
A53,may13,A53,2532,12691,5.012243286
A53,apr13,A53,1914,10100,5.276907001
A53,mar13,A53,2646,13133,4.963340892
A53,feb13,A53,2687,14076,5.238556010
A53,jan13,A53,2036,10067,4.944499018
A53,dec12,A53,3022,15002,4.964262078
A53,nov12,A53,2059,11100,5.390966489
A53,oct12,A53,2479,12175,4.911254538
A53,sep12,A53,1772,9819,5.541196388
A53,aug12,A53,2126,9851,4.633584196
A53,jul12,A53,1641,8700,5.301645338
A53,jun12,A53,3019,14852,4.919509771
A53,may12,A53,2892,14349,4.961618257
A53,apr12,A53,2303,10793,4.686495875
A53,mar12,A53,2689,13838,5.146150985
A53,feb12,A53,1924,10792,5.609147609
A53,jan12,A53,2552,12859,5.038793103
A53,dec11,A53,2580,13528,5.243410853
A53,nov11,A53,2149,11393,5.301535598
A53,oct11,A53,1979,10327,5.218292067
A53,sep11,A53,2723,13478,4.949687844
A53,aug11,A53,2712,12883,4.750368732
A53,jul11,A53,2219,11449,5.159531320
A53,jun11,A53,2744,10868,3.960641399
A53,may11,A53,2744,15058,5.487609329
A53,apr11,A53,2744,8860,3.228862974
A53,mar11,A53,2744,9997,3.643221574
A53,feb11,A53,2744,10639,3.877186589
A53,jan11,A53,2744,13040,4.752186589
A53,dec10,A53,2744,11372,4.144314869
A53,nov10,A53,2744,12762,4.650874636
A53,oct10,A53,2744,9765,3.558673469
A53,sep10,A53,2744,15703,5.722667638
A53,aug10,A53,2744,10309,3.756924198
A53,jul10,A53,2744,14316,5.217201166
A53,jun10,A53,2744,10419,3.797011662
A53,may10,A53,2744,12176,4.437317784
A53,apr10,A53,2744,11573,4.217565598
A53,mar10,A53,2744,10761,3.921647230
A53,feb10,A53,2744,8460,3.083090379
A53,jan10,A53,2744,13178,4.802478134
A53,dec09,A53,2744,14715,5.362609329
A53,nov09,A53,2744,12124,4.418367347
A53,oct09,A53,2744,11398,4.153790087
A53,sep09,A53,2744,11866,4.324344023
A53,aug09,A53,2744,11238,4.095481050
A53,jul09,A53,2744,12061,4.395408163
A53,jun09,A53,2744,14321,5.219023324
A53,may09,A53,2744,11138,4.059037901
A53,apr09,A53,2744,12567,4.579810496
A53,mar09,A53,2744,11745,4.280247813
A53,feb09,A53,2744,12353,4.501822157
A53,jan09,A53,2744,12546,4.572157434
A54,jun13,A54,2760,14969,5.423550725
A54,may13,A54,2732,14223,5.206076135
A54,apr13,A54,1724,9813,5.691995360
A54,mar13,A54,2016,10303,5.110615079
A54,feb13,A54,2678,12101,4.518670650
A54,jan13,A54,3430,15533,4.528571429
A54,dec12,A54,3014,14210,4.714664897
A54,nov12,A54,2935,14943,5.091311755
A54,oct12,A54,2011,10627,5.284435604
A54,sep12,A54,2053,10918,5.318071115
A54,aug12,A54,2476,12681,5.121567044
A54,jul12,A54,2613,13456,5.149636433
A54,jun12,A54,2802,13122,4.683083512
A54,may12,A54,1741,9975,5.729465824
A54,apr12,A54,2597,14776,5.689641894
A54,mar12,A54,2789,13883,4.977769810
A54,feb12,A54,2637,12933,4.904436860
A54,jan12,A54,2200,10668,4.849090909
A54,dec11,A54,2753,13587,4.935343262
A54,nov11,A54,1889,9747,5.159872949
A54,oct11,A54,2915,15225,5.222984563
A54,sep11,A54,2136,9649,4.517322097
A54,aug11,A54,2713,12969,4.780316992
A54,jul11,A54,2207,12379,5.608971454
A54,jun11,A54,2224,9793,4.403327338
A54,may11,A54,2224,11809,5.309802158
A54,apr11,A54,2224,13703,6.161420863
A54,mar11,A54,2224,10794,4.853417266
A54,feb11,A54,2224,9527,4.283723022
A54,jan11,A54,2224,13540,6.088129496
A54,dec10,A54,2224,10251,4.609262590
A54,nov10,A54,2224,11858,5.331834532
A54,oct10,A54,2224,11563,5.199190647
A54,sep10,A54,2224,14185,6.378147482
A54,aug10,A54,2224,9667,4.346672662
A54,jul10,A54,2224,8778,3.946942446
A54,jun10,A54,2224,13059,5.871852518
A54,may10,A54,2224,12994,5.842625899
A54,apr10,A54,2224,10966,4.930755396
A54,mar10,A54,2224,14424,6.485611511
A54,feb10,A54,2224,11633,5.230665468
A54,jan10,A54,2224,12536,5.636690647
A54,dec09,A54,2224,11907,5.353866906
A54,nov09,A54,2224,11213,5.041816547
A54,oct09,A54,2224,13187,5.929406475
A54,sep09,A54,2224,11258,5.062050360
A54,aug09,A54,2224,12037,5.412320144
A54,jul09,A54,2224,11934,5.366007194
A54,jun09,A54,2224,11212,5.041366906
A54,may09,A54,2224,9950,4.473920863
A54,apr09,A54,2224,11599,5.215377698
A54,mar09,A54,2224,8567,3.852068345
A54,feb09,A54,2224,9655,4.341276978
A54,jan09,A54,2224,9731,4.375449640
A55,jun13,A55,2217,11401,5.142534957
A55,may13,A55,1803,9565,5.305047144
A55,apr13,A55,2329,10370,4.452554745
A55,mar13,A55,2472,12203,4.936488673
A55,feb13,A55,2379,12043,5.062211013
A55,jan13,A55,2727,13845,5.077007701
A55,dec12,A55,2110,9332,4.422748815
A55,nov12,A55,2231,12943,5.801434334
A55,oct12,A55,2043,11482,5.620166422
A55,sep12,A55,2929,12871,4.394332537
A55,aug12,A55,2393,13155,5.497283744
A55,jul12,A55,1713,8513,4.969643900
A55,jun12,A55,1800,9174,5.096666667
A55,may12,A55,2866,14156,4.939288207
A55,apr12,A55,2292,11124,4.853403141
A55,mar12,A55,2422,13442,5.549958712
A55,feb12,A55,2041,9503,4.656050955
A55,jan12,A55,2521,12459,4.942086474
A55,dec11,A55,2376,12120,5.101010101
A55,nov11,A55,3131,13549,4.327371447
A55,oct11,A55,2001,9786,4.890554723
A55,sep11,A55,2160,11144,5.159259259
A55,aug11,A55,3152,15616,4.954314721
A55,jul11,A55,2994,13435,4.487307949
A55,jun11,A55,2478,9221,3.721146086
A55,may11,A55,2478,15664,6.321226796
A55,apr11,A55,2478,12545,5.062550444
A55,mar11,A55,2478,8650,3.490718321
A55,feb11,A55,2478,14334,5.784503632
A55,jan11,A55,2478,13217,5.333736885
A55,dec10,A55,2478,8805,3.553268765
A55,nov10,A55,2478,12911,5.210250202
A55,oct10,A55,2478,12722,5.133979015
A55,sep10,A55,2478,12107,4.885794996
A55,aug10,A55,2478,10475,4.227199354
A55,jul10,A55,2478,9149,3.692090395
A55,jun10,A55,2478,13338,5.382566586
A55,may10,A55,2478,15017,6.060129136
A55,apr10,A55,2478,13813,5.574253430
A55,mar10,A55,2478,13126,5.297013721
A55,feb10,A55,2478,10135,4.089991929
A55,jan10,A55,2478,12482,5.037126715
A55,dec09,A55,2478,14499,5.851089588
A55,nov09,A55,2478,10019,4.043179984
A55,oct09,A55,2478,8389,3.385391445
A55,sep09,A55,2478,12184,4.916868442
A55,aug09,A55,2478,13985,5.643664245
A55,jul09,A55,2478,11682,4.714285714
A55,jun09,A55,2478,10525,4.247376917
A55,may09,A55,2478,12307,4.966505246
A55,apr09,A55,2478,11318,4.567393059
A55,mar09,A55,2478,14284,5.764326069
A55,feb09,A55,2478,11826,4.772397094
A55,jan09,A55,2478,10184,4.109765940
A56,jun13,A56,2790,14241,5.104301075
A56,may13,A56,2412,12995,5.387645108
A56,apr13,A56,1735,9841,5.672046110
A56,mar13,A56,2041,11534,5.651151396
A56,feb13,A56,2427,12056,4.967449526
A56,jan13,A56,2049,12180,5.944363104
A56,dec12,A56,2928,14640,5
A56,nov12,A56,2442,11321,4.635954136
A56,oct12,A56,2306,10407,4.513009540
A56,sep12,A56,2311,11708,5.066205106
A56,aug12,A56,1962,9670,4.928644241
A56,jul12,A56,1909,8736,4.576217915
A56,jun12,A56,2226,10932,4.911051213
A56,may12,A56,3138,15092,4.809432760
A56,apr12,A56,2054,10912,5.312560857
A56,mar12,A56,2722,14537,5.340558413
A56,feb12,A56,3164,14282,4.513906448
A56,jan12,A56,1680,8290,4.934523810
A56,dec11,A56,2441,11573,4.741089717
A56,nov11,A56,2301,10381,4.511516732
A56,oct11,A56,2911,13677,4.698385435
A56,sep11,A56,2805,13829,4.930124777
A56,aug11,A56,2314,13510,5.838375108
A56,jul11,A56,2543,12347,4.855289029
A56,jun11,A56,2689,10401,3.867980662
A56,may11,A56,2689,15380,5.719598364
A56,apr11,A56,2689,11101,4.128300483
A56,mar11,A56,2689,14649,5.447750093
A56,feb11,A56,2689,12721,4.730754927
A56,jan11,A56,2689,10704,3.980661956
A56,dec10,A56,2689,12348,4.592041651
A56,nov10,A56,2689,10051,3.737820751
A56,oct10,A56,2689,11975,4.453328375
A56,sep10,A56,2689,11381,4.232428412
A56,aug10,A56,2689,9993,3.716251395
A56,jul10,A56,2689,13164,4.895500186
A56,jun10,A56,2689,10097,3.754927482
A56,may10,A56,2689,14440,5.370026032
A56,apr10,A56,2689,10794,4.014131647
A56,mar10,A56,2689,14411,5.359241354
A56,feb10,A56,2689,12969,4.822982521
A56,jan10,A56,2689,13356,4.966902194
A56,dec09,A56,2689,13809,5.135366307
A56,nov09,A56,2689,14624,5.438452956
A56,oct09,A56,2689,13053,4.854220900
A56,sep09,A56,2689,10030,3.730011157
A56,aug09,A56,2689,11771,4.377463741
A56,jul09,A56,2689,9099,3.383785794
A56,jun09,A56,2689,8829,3.283376720
A56,may09,A56,2689,11580,4.306433618
A56,apr09,A56,2689,14648,5.447378208
A56,mar09,A56,2689,14585,5.423949424
A56,feb09,A56,2689,14018,5.213090368
A56,jan09,A56,2689,10999,4.090368167
A57,jun13,A57,2193,9507,4.335157319
A57,may13,A57,2412,11477,4.758291874
A57,apr13,A57,1578,9413,5.965145754
A57,mar13,A57,2524,14107,5.589144216
A57,feb13,A57,2227,11955,5.368208352
A57,jan13,A57,1753,9150,5.219623503
A57,dec12,A57,2220,12434,5.600900901
A57,nov12,A57,2197,9931,4.520254893
A57,oct12,A57,2391,11634,4.865746550
A57,sep12,A57,2852,13969,4.897966339
A57,aug12,A57,2623,13558,5.168890583
A57,jul12,A57,2669,12770,4.784563507
A57,jun12,A57,2469,11869,4.807209397
A57,may12,A57,3039,13529,4.451793353
A57,apr12,A57,1499,8389,5.596397598
A57,mar12,A57,3120,14633,4.690064103
A57,feb12,A57,2873,13991,4.869822485
A57,jan12,A57,1817,8899,4.897633462
A57,dec11,A57,1961,10565,5.387557369
A57,nov11,A57,2720,13220,4.860294118
A57,oct11,A57,1776,9497,5.347409910
A57,sep11,A57,3214,15046,4.681393902
A57,aug11,A57,2425,12867,5.305979381
A57,jul11,A57,1893,10767,5.687797147
A57,jun11,A57,2716,13838,5.094992636
A57,may11,A57,2716,12144,4.471281296
A57,apr11,A57,2716,11784,4.338733432
A57,mar11,A57,2716,15210,5.600147275
A57,feb11,A57,2716,11253,4.143225331
A57,jan11,A57,2716,10214,3.760677467
A57,dec10,A57,2716,9371,3.450294551
A57,nov10,A57,2716,14301,5.265463918
A57,oct10,A57,2716,12312,4.533136966
A57,sep10,A57,2716,11733,4.319955817
A57,aug10,A57,2716,14114,5.196612666
A57,jul10,A57,2716,11402,4.198085420
A57,jun10,A57,2716,9669,3.560014728
A57,may10,A57,2716,13050,4.804860088
A57,apr10,A57,2716,13391,4.930412371
A57,mar10,A57,2716,11371,4.186671576
A57,feb10,A57,2716,11548,4.251840943
A57,jan10,A57,2716,13456,4.954344624
A57,dec09,A57,2716,12646,4.656111929
A57,nov09,A57,2716,11122,4.094992636
A57,oct09,A57,2716,10143,3.734536082
A57,sep09,A57,2716,12083,4.448821797
A57,aug09,A57,2716,12352,4.547864507
A57,jul09,A57,2716,13377,4.925257732
A57,jun09,A57,2716,14715,5.417893962
A57,may09,A57,2716,11286,4.155375552
A57,apr09,A57,2716,13572,4.997054492
A57,mar09,A57,2716,12001,4.418630339
A57,feb09,A57,2716,13039,4.800810015
A57,jan09,A57,2716,9130,3.361561119
A58,jun13,A58,1826,10074,5.516976999
A58,may13,A58,2174,10110,4.650413983
A58,apr13,A58,3178,15375,4.837948395
A58,mar13,A58,3218,13713,4.261342449
A58,feb13,A58,1737,8403,4.837651123
A58,jan13,A58,2799,12040,4.301536263
A58,dec12,A58,1982,9924,5.007063572
A58,nov12,A58,2800,12929,4.6175
A58,oct12,A58,2339,11623,4.969217614
A58,sep12,A58,2747,13078,4.760829996
A58,aug12,A58,2406,11445,4.756857855
A58,jul12,A58,2350,12750,5.425531915
A58,jun12,A58,2735,13726,5.018647166
A58,may12,A58,2044,11468,5.610567515
A58,apr12,A58,2828,13834,4.891796322
A58,mar12,A58,2611,14534,5.566449636
A58,feb12,A58,3281,14201,4.328253581
A58,jan12,A58,2914,14310,4.910775566
A58,dec11,A58,2020,9961,4.931188119
A58,nov11,A58,2121,10755,5.070721358
A58,oct11,A58,2305,11641,5.050325380
A58,sep11,A58,2024,10773,5.322628458
A58,aug11,A58,2872,13769,4.794220056
A58,jul11,A58,2889,12857,4.450328834
A58,jun11,A58,3178,13335,4.196035242
A58,may11,A58,3178,13237,4.165198238
A58,apr11,A58,3178,13898,4.373190686
A58,mar11,A58,3178,8786,2.764631844
A58,feb11,A58,3178,15172,4.774071743
A58,jan11,A58,3178,10986,3.456891126
A58,dec10,A58,3178,12990,4.087476400
A58,nov10,A58,3178,12386,3.897419761
A58,oct10,A58,3178,11264,3.544367527
A58,sep10,A58,3178,9252,2.911264947
A58,aug10,A58,3178,14056,4.422907489
A58,jul10,A58,3178,14867,4.678099434
A58,jun10,A58,3178,12564,3.953429830
A58,may10,A58,3178,13318,4.190685966
A58,apr10,A58,3178,11380,3.580868471
A58,mar10,A58,3178,10650,3.351164254
A58,feb10,A58,3178,10684,3.361862807
A58,jan10,A58,3178,10213,3.213656388
A58,dec09,A58,3178,10699,3.366582756
A58,nov09,A58,3178,11556,3.636249213
A58,oct09,A58,3178,12978,4.083700441
A58,sep09,A58,3178,11418,3.592825677
A58,aug09,A58,3178,14413,4.535242291
A58,jul09,A58,3178,14309,4.502517306
A58,jun09,A58,3178,14513,4.566708622
A58,may09,A58,3178,11380,3.580868471
A58,apr09,A58,3178,10747,3.381686595
A58,mar09,A58,3178,12885,4.054436753
A58,feb09,A58,3178,12622,3.971680302
A58,jan09,A58,3178,13218,4.159219635
A59,jun13,A59,2744,13739,5.006924198
A59,may13,A59,1870,8690,4.647058824
A59,apr13,A59,2388,11870,4.970686767
A59,mar13,A59,2506,14729,5.877494014
A59,feb13,A59,2837,13051,4.600281988
A59,jan13,A59,2474,13932,5.631366209
A59,dec12,A59,2620,13745,5.246183206
A59,nov12,A59,2060,9135,4.434466019
A59,oct12,A59,2237,11680,5.221278498
A59,sep12,A59,2320,11341,4.888362069
A59,aug12,A59,1790,9439,5.273184358
A59,jul12,A59,2866,15264,5.325889742
A59,jun12,A59,2014,9711,4.821747766
A59,may12,A59,2793,12540,4.489795918
A59,apr12,A59,2016,8905,4.417162698
A59,mar12,A59,2013,9636,4.786885246
A59,feb12,A59,2530,12937,5.113438735
A59,jan12,A59,2128,10671,5.014567669
A59,dec11,A59,2082,9980,4.793467819
A59,nov11,A59,2406,11466,4.765586035
A59,oct11,A59,2916,14592,5.004115226
A59,sep11,A59,2664,12546,4.709459459
A59,aug11,A59,2704,13949,5.158653846
A59,jul11,A59,2057,10589,5.147788041
A59,jun11,A59,1990,11022,5.538693467
A59,may11,A59,1990,12095,6.077889447
A59,apr11,A59,1990,14026,7.048241206
A59,mar11,A59,1990,11193,5.624623116
A59,feb11,A59,1990,14604,7.338693467
A59,jan11,A59,1990,13971,7.020603015
A59,dec10,A59,1990,10291,5.171356784
A59,nov10,A59,1990,12205,6.133165829
A59,oct10,A59,1990,10003,5.026633166
A59,sep10,A59,1990,9729,4.888944724
A59,aug10,A59,1990,14419,7.245728643
A59,jul10,A59,1990,10755,5.404522613
A59,jun10,A59,1990,14514,7.293467337
A59,may10,A59,1990,10006,5.028140704
A59,apr10,A59,1990,11329,5.692964824
A59,mar10,A59,1990,8767,4.405527638
A59,feb10,A59,1990,12579,6.321105528
A59,jan10,A59,1990,14346,7.209045226
A59,dec09,A59,1990,14119,7.094974874
A59,nov09,A59,1990,13978,7.024120603
A59,oct09,A59,1990,13893,6.981407035
A59,sep09,A59,1990,10901,5.477889447
A59,aug09,A59,1990,14331,7.201507538
A59,jul09,A59,1990,9894,4.971859296
A59,jun09,A59,1990,10399,5.225628141
A59,may09,A59,1990,11330,5.693467337
A59,apr09,A59,1990,11388,5.722613065
A59,mar09,A59,1990,14545,7.309045226
A59,feb09,A59,1990,14458,7.265326633
A59,jan09,A59,1990,11760,5.909547739
A60,jun13,A60,1886,9834,5.214209968
A60,may13,A60,2090,10745,5.141148325
A60,apr13,A60,1673,8915,5.328750747
A60,mar13,A60,2264,11858,5.237632509
A60,feb13,A60,2438,12866,5.277276456
A60,jan13,A60,2464,13646,5.538149351
A60,dec12,A60,3119,14254,4.570054505
A60,nov12,A60,2429,11929,4.911074516
A60,oct12,A60,3058,15339,5.016023545
A60,sep12,A60,2582,12866,4.982958947
A60,aug12,A60,2276,10078,4.427943761
A60,jul12,A60,2389,11153,4.668480536
A60,jun12,A60,2904,14207,4.892217631
A60,may12,A60,2832,11854,4.185734463
A60,apr12,A60,2085,10125,4.856115108
A60,mar12,A60,2748,14451,5.258733624
A60,feb12,A60,2825,12391,4.386194690
A60,jan12,A60,1797,9553,5.316082359
A60,dec11,A60,2495,11714,4.694989980
A60,nov11,A60,2232,11096,4.971326165
A60,oct11,A60,2726,14751,5.411225238
A60,sep11,A60,2012,10413,5.175447316
A60,aug11,A60,2350,12883,5.482127660
A60,jul11,A60,2784,14099,5.064295977
A60,jun11,A60,1793,8987,5.012269939
A60,may11,A60,1793,13971,7.791968767
A60,apr11,A60,1793,15532,8.662576687
A60,mar11,A60,1793,12733,7.101505856
A60,feb11,A60,1793,14326,7.989960959
A60,jan11,A60,1793,8706,4.855549359
A60,dec10,A60,1793,13122,7.318460680
A60,nov10,A60,1793,11817,6.590630229
A60,oct10,A60,1793,10111,5.639152259
A60,sep10,A60,1793,10256,5.720022309
A60,aug10,A60,1793,9954,5.551589515
A60,jul10,A60,1793,13352,7.446737312
A60,jun10,A60,1793,15118,8.431678751
A60,may10,A60,1793,13735,7.660345789
A60,apr10,A60,1793,13269,7.400446180
A60,mar10,A60,1793,12045,6.717791411
A60,feb10,A60,1793,14893,8.306190742
A60,jan10,A60,1793,9583,5.344673731
A60,dec09,A60,1793,13718,7.650864473
A60,nov09,A60,1793,14846,8.279977691
A60,oct09,A60,1793,10795,6.020635806
A60,sep09,A60,1793,10752,5.996653653
A60,aug09,A60,1793,15125,8.435582822
A60,jul09,A60,1793,10451,5.828778583
A60,jun09,A60,1793,9643,5.378137200
A60,may09,A60,1793,10120,5.644171779
A60,apr09,A60,1793,11019,6.145566090
A60,mar09,A60,1793,12868,7.176798661
A60,feb09,A60,1793,10698,5.966536531
A60,jan09,A60,1793,10465,5.836586726
A61,jun13,A61,3058,14092,4.608240680
A61,may13,A61,2503,12606,5.036356372
A61,apr13,A61,3154,14154,4.487634750
A61,mar13,A61,2422,11324,4.675474814
A61,feb13,A61,2720,12463,4.581985294
A61,jan13,A61,3041,13118,4.313712595
A61,dec12,A61,2400,10776,4.49
A61,nov12,A61,2218,10972,4.946798918
A61,oct12,A61,2135,10494,4.915222482
A61,sep12,A61,2480,13859,5.588306452
A61,aug12,A61,2913,14274,4.900102987
A61,jul12,A61,2366,12348,5.218934911
A61,jun12,A61,2361,12017,5.089792461
A61,may12,A61,2798,12769,4.563616869
A61,apr12,A61,2374,10097,4.253159225
A61,mar12,A61,1994,9870,4.949849549
A61,feb12,A61,2472,12978,5.25
A61,jan12,A61,1776,9217,5.189752252
A61,dec11,A61,2536,11882,4.685331230
A61,nov11,A61,2573,12237,4.755926934
A61,oct11,A61,2372,12390,5.223440135
A61,sep11,A61,3362,15268,4.541344438
A61,aug11,A61,2444,11789,4.823649755
A61,jul11,A61,2105,10134,4.814251781
A61,jun11,A61,1598,14208,8.891113892
A61,may11,A61,1598,11043,6.910513141
A61,apr11,A61,1598,13797,8.633917397
A61,mar11,A61,1598,13261,8.298498123
A61,feb11,A61,1598,13842,8.662077597
A61,jan11,A61,1598,10369,6.488735920
A61,dec10,A61,1598,11390,7.127659574
A61,nov10,A61,1598,8703,5.446182728
A61,oct10,A61,1598,8929,5.587609512
A61,sep10,A61,1598,10297,6.443679599
A61,aug10,A61,1598,10133,6.341051314
A61,jul10,A61,1598,12402,7.760951189
A61,jun10,A61,1598,12306,7.700876095
A61,may10,A61,1598,9038,5.655819775
A61,apr10,A61,1598,15087,9.441176471
A61,mar10,A61,1598,9864,6.172715895
A61,feb10,A61,1598,12544,7.849812265
A61,jan10,A61,1598,14870,9.305381727
A61,dec09,A61,1598,13389,8.378598248
A61,nov09,A61,1598,11480,7.183979975
A61,oct09,A61,1598,12192,7.629536921
A61,sep09,A61,1598,9672,6.052565707
A61,aug09,A61,1598,11624,7.274092616
A61,jul09,A61,1598,9415,5.891739675
A61,jun09,A61,1598,9829,6.150813517
A61,may09,A61,1598,12668,7.927409262
A61,apr09,A61,1598,9883,6.184605757
A61,mar09,A61,1598,14559,9.110763454
A61,feb09,A61,1598,11975,7.493742178
A61,jan09,A61,1598,14357,8.984355444
A62,jun13,A62,2061,11441,5.551188743
A62,may13,A62,2458,13643,5.550447518
A62,apr13,A62,1988,10129,5.095070423
A62,mar13,A62,2064,10083,4.885174419
A62,feb13,A62,2466,12069,4.894160584
A62,jan13,A62,2150,11059,5.143720930
A62,dec12,A62,2962,14810,5
A62,nov12,A62,2200,12592,5.723636364
A62,oct12,A62,2162,9809,4.537002775
A62,sep12,A62,3304,15425,4.668583535
A62,aug12,A62,2296,11230,4.891114983
A62,jul12,A62,2155,10386,4.819489559
A62,jun12,A62,2303,12270,5.327833261
A62,may12,A62,2141,10897,5.089677721
A62,apr12,A62,1945,9671,4.972236504
A62,mar12,A62,2768,13308,4.807803468
A62,feb12,A62,1928,9178,4.760373444
A62,jan12,A62,2025,8882,4.386172840
A62,dec11,A62,2965,14793,4.989207420
A62,nov11,A62,1908,8685,4.551886792
A62,oct11,A62,1867,10143,5.432779861
A62,sep11,A62,3105,14278,4.598389694
A62,aug11,A62,2382,12803,5.374895046
A62,jul11,A62,2594,12259,4.725905937
A62,jun11,A62,1806,9561,5.294019934
A62,may11,A62,1806,8458,4.683277962
A62,apr11,A62,1806,12043,6.668327796
A62,mar11,A62,1806,13071,7.237541528
A62,feb11,A62,1806,12888,7.136212625
A62,jan11,A62,1806,11849,6.560908084
A62,dec10,A62,1806,10130,5.609080842
A62,nov10,A62,1806,10099,5.591915836
A62,oct10,A62,1806,9999,5.536544850
A62,sep10,A62,1806,11877,6.576411960
A62,aug10,A62,1806,13327,7.379291251
A62,jul10,A62,1806,13421,7.431339978
A62,jun10,A62,1806,15713,8.700442968
A62,may10,A62,1806,10222,5.660022148
A62,apr10,A62,1806,14009,7.756921373
A62,mar10,A62,1806,9116,5.047619048
A62,feb10,A62,1806,8786,4.864894795
A62,jan10,A62,1806,8777,4.859911406
A62,dec09,A62,1806,9890,5.476190476
A62,nov09,A62,1806,9830,5.442967885
A62,oct09,A62,1806,12770,7.070874862
A62,sep09,A62,1806,11477,6.354928018
A62,aug09,A62,1806,10522,5.826135105
A62,jul09,A62,1806,14934,8.269102990
A62,jun09,A62,1806,9697,5.369324474
A62,may09,A62,1806,13598,7.529346622
A62,apr09,A62,1806,13391,7.414728682
A62,mar09,A62,1806,8689,4.811184939
A62,feb09,A62,1806,13652,7.559246955
A62,jan09,A62,1806,14614,8.091915836
A63,jun13,A63,2747,13364,4.864943575
A63,may13,A63,2124,10325,4.861111111
A63,apr13,A63,2205,10789,4.892970522
A63,mar13,A63,2243,12599,5.617030762
A63,feb13,A63,2958,14505,4.903651116
A63,jan13,A63,2036,10656,5.233791749
A63,dec12,A63,2370,13326,5.622784810
A63,nov12,A63,1847,10804,5.849485652
A63,oct12,A63,2359,12820,5.434506147
A63,sep12,A63,2479,12495,5.040338846
A63,aug12,A63,3226,14558,4.512709237
A63,jul12,A63,3032,14273,4.707453826
A63,jun12,A63,3096,14278,4.611757106
A63,may12,A63,1894,8949,4.724920803
A63,apr12,A63,2873,13459,4.684650191
A63,mar12,A63,2387,12684,5.313782991
A63,feb12,A63,1773,10233,5.771573604
A63,jan12,A63,1995,8821,4.421553885
A63,dec11,A63,2512,13551,5.394506369
A63,nov11,A63,2561,12860,5.021475986
A63,oct11,A63,2951,14033,4.755337174
A63,sep11,A63,1920,11188,5.827083333
A63,aug11,A63,2014,9035,4.486097319
A63,jul11,A63,1848,8502,4.600649351
A63,jun11,A63,2339,9961,4.258657546
A63,may11,A63,2339,11103,4.746900385
A63,apr11,A63,2339,13792,5.896536982
A63,mar11,A63,2339,10752,4.596836255
A63,feb11,A63,2339,8126,3.474134245
A63,jan11,A63,2339,9787,4.184266781
A63,dec10,A63,2339,12505,5.346301838
A63,nov10,A63,2339,12966,5.543394613
A63,oct10,A63,2339,12134,5.187687046
A63,sep10,A63,2339,11825,5.055579307
A63,aug10,A63,2339,10321,4.412569474
A63,jul10,A63,2339,9095,3.888413852
A63,jun10,A63,2339,8684,3.712697734
A63,may10,A63,2339,11477,4.906797777
A63,apr10,A63,2339,12912,5.520307824
A63,mar10,A63,2339,13211,5.648140231
A63,feb10,A63,2339,11681,4.994014536
A63,jan10,A63,2339,10124,4.328345447
A63,dec09,A63,2339,11836,5.060282172
A63,nov09,A63,2339,12121,5.182129115
A63,oct09,A63,2339,10754,4.597691321
A63,sep09,A63,2339,10832,4.631038906
A63,aug09,A63,2339,9077,3.880718256
A63,jul09,A63,2339,10603,4.533133818
A63,jun09,A63,2339,13132,5.614365113
A63,may09,A63,2339,10289,4.398888414
A63,apr09,A63,2339,15317,6.548525011
A63,mar09,A63,2339,12814,5.478409577
A63,feb09,A63,2339,11353,4.853783668
A63,jan09,A63,2339,9893,4.229585293
A64,jun13,A64,2230,11865,5.320627803
A64,may13,A64,2111,10590,5.016579820
A64,apr13,A64,2107,10101,4.794019934
A64,mar13,A64,2094,10231,4.885864374
A64,feb13,A64,2988,13989,4.681726908
