City,Driverid (Geolocation),Event,State,Truckid (Geolocation),Event Ind,Idling Ind,Latitude,Longitude,Velocity
Ukiah,A26,normal,California,A26,0,0,39.150171,-123.207783,33
Santa Rosa,A11,normal,California,A11,0,0,38.440467,-122.714431,16
Modesto,A55,normal,California,A55,0,0,37.639097,-120.996878,66
Santa Maria,A54,normal,California,A54,0,0,34.953034,-120.435719,23
Glen Ellen,A29,normal,California,A29,0,0,38.36408,-122.524149,40
La Palma,A59,normal,California,A59,0,0,33.846404,-118.046731,59
Cloverdale,A79,normal,California,A79,0,0,38.805462,-123.017223,47
Santa Rosa,A81,normal,California,A81,0,0,38.440467,-122.714431,73
Bakersfield,A100,normal,California,A100,0,0,35.373292,-119.018712,46
Santa Rosa,A22,normal,California,A22,0,0,38.440467,-122.714431,54
Aptos,A61,normal,California,A61,0,0,36.977173,-121.899402,45
San Dimas,A70,normal,California,A70,0,1,34.106676,-117.806726,0
Gilroy,A32,normal,California,A32,0,0,37.005782,-121.568275,17
Santa Rosa,A92,normal,California,A92,0,0,38.440467,-122.714431,24
Irvine,A44,normal,California,A44,0,0,33.683947,-117.794694,45
Cloverdale,A75,normal,California,A75,0,0,38.805462,-123.017223,43
Stockton,A86,unsafe following distance,California,A86,1,0,37.957702,-121.29078,33
Santa Rosa,A23,normal,California,A23,0,0,38.440467,-122.714431,37
Knights Landing,A65,normal,California,A65,0,0,38.799703,-121.720574,43
Irvine,A90,normal,California,A90,0,1,33.683947,-117.794694,0
San Pablo,A100,normal,California,A100,0,0,37.962146,-122.345526,40
Santa Rosa,A93,normal,California,A93,0,1,38.440467,-122.714431,0
Holtville,A25,normal,California,A25,0,0,32.811161,-115.380264,57
Goleta,A56,normal,California,A56,0,0,34.435829,-119.827639,61
Santa Rosa,A76,normal,California,A76,0,0,38.440467,-122.714431,51
Santa Rosa,A76,normal,California,A76,0,1,38.440467,-122.714431,0
Kneeland,A18,normal,California,A18,0,1,40.761243,-123.994778,0
San Pablo,A54,normal,California,A54,0,0,37.962146,-122.345526,72
Ukiah,A45,normal,California,A45,0,0,39.150171,-123.207783,50
Klamath,A86,normal,California,A86,0,0,41.526509,-124.038407,32
Arbuckle,A51,normal,California,A51,0,1,39.017396,-122.057748,0
Arbuckle,A39,normal,California,A39,0,1,39.017396,-122.057748,0
Palo Cedro,A84,normal,California,A84,0,0,40.563763,-122.238892,21
Marysville,A100,normal,California,A100,0,1,39.145725,-121.591355,0
Marysville,A73,unsafe following distance,California,A73,1,0,39.145725,-121.591355,28
Palo Cedro,A57,normal,California,A57,0,0,40.563763,-122.238892,25
Occidental,A23,normal,California,A23,0,0,38.40765,-122.947713,20
Marysville,A50,normal,California,A50,0,0,39.145725,-121.591355,26
Fresno,A46,normal,California,A46,0,0,36.746842,-119.772587,48
Gilroy,A5,normal,California,A5,0,0,37.005782,-121.568275,62
Santa Rosa,A8,normal,California,A8,0,0,38.440467,-122.714431,58
Palo Cedro,A84,normal,California,A84,0,0,40.563763,-122.238892,60
Aptos,A96,normal,California,A96,0,1,36.977173,-121.899402,0
Jacumba,A48,normal,California,A48,0,0,32.61768,-116.187424,55
Glendora,A58,normal,California,A58,0,1,34.136119,-117.865339,0
Palo Cedro,A88,normal,California,A88,0,0,40.563763,-122.238892,69
Modesto,A28,normal,California,A28,0,0,37.639097,-120.996878,64
Stockton,A14,normal,California,A14,0,0,37.957702,-121.29078,59
Knights Landing,A19,normal,California,A19,0,1,38.799703,-121.720574,0
Markleeville,A24,normal,California,A24,0,0,38.693723,-119.779683,51
Lodi,A36,normal,California,A36,0,0,38.130197,-121.272447,39
Homeland,A26,normal,California,A26,0,0,33.743076,-117.109197,60
Martinez,A3,normal,California,A3,0,0,38.019366,-122.134132,74
Redding,A80,normal,California,A80,0,0,40.58654,-122.391675,45
San Quentin,A41,normal,California,A41,0,0,37.941325,-122.484704,36
Santa Rosa,A28,normal,California,A28,0,0,38.440467,-122.714431,29
Martinez,A80,unsafe following distance,California,A80,1,0,38.019366,-122.134132,43
Santa Rosa,A34,normal,California,A34,0,0,38.440467,-122.714431,46
Stockton,A21,normal,California,A21,0,1,37.957702,-121.29078,0
Santa Paula,A87,normal,California,A87,0,0,34.354166,-119.059271,68
Stockton,A41,normal,California,A41,0,1,37.957702,-121.29078,0
Santa Rosa,A26,normal,California,A26,0,0,38.440467,-122.714431,47
Santa Rosa,A85,normal,California,A85,0,0,38.440467,-122.714431,62
Modesto,A66,normal,California,A66,0,0,37.639097,-120.996878,53
Knightsen,A62,normal,California,A62,0,0,37.968812,-121.668008,66
Ojai,A30,normal,California,A30,0,1,34.44805,-119.242889,0
Santa Paula,A37,normal,California,A37,0,0,34.354166,-119.059271,51
Oceanside,A25,normal,California,A25,0,0,33.19587,-117.379483,43
Knightsen,A66,normal,California,A66,0,1,37.968812,-121.668008,0
Fresno,A96,normal,California,A96,0,0,36.746842,-119.772587,41
Stockton,A41,normal,California,A41,0,0,37.957702,-121.29078,37
San Fernando,A79,normal,California,A79,0,0,36.471865,-6.196595,68
La Palma,A95,normal,California,A95,0,0,33.846404,-118.046731,35
San Dimas,A78,normal,California,A78,0,0,34.106676,-117.806726,75
Modesto,A93,normal,California,A93,0,0,37.639097,-120.996878,43
Santa Maria,A50,normal,California,A50,0,1,34.953034,-120.435719,0
Willits,A65,normal,California,A65,0,0,39.409608,-123.355566,73
Rough and Ready,A77,normal,California,A77,0,1,39.230151,-121.136075,0
Willits,A91,normal,California,A91,0,0,39.409608,-123.355566,27
Stockton,A79,normal,California,A79,0,1,37.957702,-121.29078,0
Antelope,A40,normal,California,A40,0,0,38.716687,-121.364422,32
Ukiah,A3,normal,California,A3,0,0,39.150171,-123.207783,64
Santa Rosa,A81,normal,California,A81,0,0,38.440467,-122.714431,65
La Palma,A72,normal,California,A72,0,0,33.846404,-118.046731,60
Apple Valley,A53,normal,California,A53,0,0,34.500831,-117.185876,44
Palo Alto,A10,normal,California,A10,0,0,37.441883,-122.143019,65
San Quentin,A98,unsafe following distance,California,A98,1,0,37.941325,-122.484704,68
Mariposa,A4,normal,California,A4,0,0,37.484938,-119.966284,21
Isleton,A91,normal,California,A91,0,1,38.161861,-121.611621,0
San Fernando,A57,normal,California,A57,0,0,36.471865,-6.196595,60
Stockton,A87,normal,California,A87,0,0,37.957702,-121.29078,40
Palo Alto,A2,normal,California,A2,0,0,37.441883,-122.143019,25
Klamath,A36,normal,California,A36,0,0,41.526509,-124.038407,41
Santa Rosa,A11,normal,California,A11,0,0,38.440467,-122.714431,54
Santa Rosa,A97,normal,California,A97,0,0,38.440467,-122.714431,60
Stockton,A21,normal,California,A21,0,0,37.957702,-121.29078,15
La Palma,A9,normal,California,A9,0,1,33.846404,-118.046731,0
San Fernando,A11,normal,California,A11,0,0,36.471865,-6.196595,55
Willits,A62,normal,California,A62,0,0,39.409608,-123.355566,28
Santa Rosa,A53,normal,California,A53,0,0,38.440467,-122.714431,63
San Francisco,A31,normal,California,A31,0,1,37.77493,-122.419416,0
Santa Rosa,A15,normal,California,A15,0,0,38.440467,-122.714431,16
Modesto,A20,normal,California,A20,0,0,37.639097,-120.996878,57
Stockton,A59,normal,California,A59,0,0,37.957702,-121.29078,23
Markleeville,A51,normal,California,A51,0,1,38.693723,-119.779683,0
Ukiah,A99,normal,California,A99,0,0,39.150171,-123.207783,55
La Palma,A82,normal,California,A82,0,0,33.846404,-118.046731,22
Palo Alto,A10,normal,California,A10,0,1,37.441883,-122.143019,0
Kneeland,A33,normal,California,A33,0,0,40.761243,-123.994778,59
Martinez,A84,normal,California,A84,0,1,38.019366,-122.134132,0
Roseville,A44,unsafe following distance,California,A44,1,0,38.752124,-121.288006,21
Santa Rosa,A81,normal,California,A81,0,0,38.440467,-122.714431,55
San Quentin,A21,normal,California,A21,0,0,37.941325,-122.484704,65
Palo Alto,A87,normal,California,A87,0,0,37.441883,-122.143019,75
Gilroy,A28,normal,California,A28,0,0,37.005782,-121.568275,42
Antelope,A55,normal,California,A55,0,1,38.716687,-121.364422,0
Stockton,A52,normal,California,A52,0,0,37.957702,-121.29078,22
Palmdale,A32,normal,California,A32,0,0,34.579434,-118.116461,67
Willits,A86,normal,California,A86,0,0,39.409608,-123.355566,35
Redding,A80,normal,California,A80,0,0,40.58654,-122.391675,21
San Pablo,A50,normal,California,A50,0,0,37.962146,-122.345526,31
Stockton,A63,normal,California,A63,0,1,37.957702,-121.29078,0
Marysville,A54,normal,California,A54,0,0,39.145725,-121.591355,23
Palo Cedro,A65,normal,California,A65,0,1,40.563763,-122.238892,0
Arbuckle,A51,normal,California,A51,0,0,39.017396,-122.057748,74
Jacumba,A60,normal,California,A60,0,0,32.61768,-116.187424,53
Roseville,A29,normal,California,A29,0,1,38.752124,-121.288006,0
Hollister,A70,normal,California,A70,0,0,36.852455,-121.401602,31
Willits,A85,normal,California,A85,0,0,39.409608,-123.355566,58
Occidental,A42,normal,California,A42,0,1,38.40765,-122.947713,0
Oceanside,A6,normal,California,A6,0,0,33.19587,-117.379483,27
La Quinta,A11,normal,California,A11,0,0,33.663357,-116.310009,24
Lodi,A13,normal,California,A13,0,0,38.130197,-121.272447,15
Bakersfield,A31,normal,California,A31,0,1,35.373292,-119.018712,0
Hollister,A43,normal,California,A43,0,0,36.852455,-121.401602,45
Oceanside,A90,normal,California,A90,0,0,33.19587,-117.379483,46
San Pablo,A23,normal,California,A23,0,0,37.962146,-122.345526,60
Kneeland,A6,normal,California,A6,0,0,40.761243,-123.994778,70
Santa Rosa,A7,normal,California,A7,0,1,38.440467,-122.714431,0
Palo Alto,A33,normal,California,A33,0,0,37.441883,-122.143019,44
Palo Alto,A6,normal,California,A6,0,0,37.441883,-122.143019,24
Palo Alto,A33,normal,California,A33,0,0,37.441883,-122.143019,25
Aptos,A50,normal,California,A50,0,0,36.977173,-121.899402,22
La Palma,A64,normal,California,A64,0,0,33.846404,-118.046731,61
Palo Alto,A83,normal,California,A83,0,0,37.441883,-122.143019,39
San Francisco,A53,normal,California,A53,0,0,37.77493,-122.419416,60
Oceano,A51,normal,California,A51,0,0,35.098865,-120.612393,21
Apple Valley,A88,normal,California,A88,0,0,34.500831,-117.185876,31
San Quentin,A91,normal,California,A91,0,0,37.941325,-122.484704,46
Stockton,A2,normal,California,A2,0,0,37.957702,-121.29078,26
Kneeland,A14,normal,California,A14,0,0,40.761243,-123.994778,60
Oceano,A89,normal,California,A89,0,0,35.098865,-120.612393,55
Willits,A53,normal,California,A53,0,0,39.409608,-123.355566,38
San Francisco,A80,normal,California,A80,0,0,37.77493,-122.419416,39
Cloverdale,A83,normal,California,A83,0,0,38.805462,-123.017223,36
San Quentin,A98,normal,California,A98,0,0,37.941325,-122.484704,52
Palo Alto,A37,normal,California,A37,0,0,37.441883,-122.143019,59
Santa Monica,A40,normal,California,A40,0,0,34.019454,-118.491191,31
San Quentin,A68,normal,California,A68,0,0,37.941325,-122.484704,48
Palo Alto,A33,normal,California,A33,0,0,37.441883,-122.143019,60
La Puente,A29,normal,California,A29,0,0,34.020011,-117.949508,55
Napa,A82,normal,California,A82,0,0,38.297538,-122.286865,15
Willits,A16,normal,California,A16,0,0,39.409608,-123.355566,40
San Quentin,A68,normal,California,A68,0,0,37.941325,-122.484704,27
San Quentin,A25,normal,California,A25,0,0,37.941325,-122.484704,68
Jacumba,A40,normal,California,A40,0,0,32.61768,-116.187424,55
Santa Rosa,A3,normal,California,A3,0,1,38.440467,-122.714431,0
Santa Maria,A31,normal,California,A31,0,0,34.953034,-120.435719,33
Willits,A35,normal,California,A35,0,1,39.409608,-123.355566,0
Aptos,A73,normal,California,A73,0,1,36.977173,-121.899402,0
Jacumba,A75,normal,California,A75,0,0,32.61768,-116.187424,50
Modesto,A5,normal,California,A5,0,0,37.639097,-120.996878,50
Arbuckle,A66,normal,California,A66,0,0,39.017396,-122.057748,50
Antelope,A58,normal,California,A58,0,1,38.716687,-121.364422,0
Irvine,A59,normal,California,A59,0,0,33.683947,-117.794694,25
Jacumba,A33,normal,California,A33,0,0,32.61768,-116.187424,42
Napa,A24,normal,California,A24,0,0,38.297538,-122.286865,31
Apple Valley,A68,normal,California,A68,0,1,34.500831,-117.185876,0
Markleeville,A74,normal,California,A74,0,0,38.693723,-119.779683,75
Hollister,A20,normal,California,A20,0,1,36.852455,-121.401602,0
Ukiah,A30,normal,California,A30,0,0,39.150171,-123.207783,61
Arbuckle,A75,normal,California,A75,0,0,39.017396,-122.057748,58
Palo Cedro,A15,normal,California,A15,0,0,40.563763,-122.238892,17
San Fernando,A21,normal,California,A21,0,0,36.471865,-6.196595,70
Palo Alto,A2,normal,California,A2,0,0,37.441883,-122.143019,19
San Fernando,A48,normal,California,A48,0,1,36.471865,-6.196595,0
Holtville,A98,normal,California,A98,0,0,32.811161,-115.380264,69
Santa Rosa,A86,normal,California,A86,0,0,38.440467,-122.714431,47
Santa Rosa,A1,normal,California,A1,0,0,38.440467,-122.714431,75
Antelope,A17,normal,California,A17,0,0,38.716687,-121.364422,61
Santa Rosa,A7,overspeed,California,A7,1,0,38.440467,-122.714431,91
Arbuckle,A1,normal,California,A1,0,0,39.017396,-122.057748,43
Isleton,A95,normal,California,A95,0,1,38.161861,-121.611621,0
Santa Rosa,A43,normal,California,A43,0,0,38.440467,-122.714431,16
San Pablo,A23,normal,California,A23,0,0,37.962146,-122.345526,37
Santa Rosa,A14,normal,California,A14,0,0,38.440467,-122.714431,45
Aptos,A39,normal,California,A39,0,0,36.977173,-121.899402,51
San Fernando,A52,normal,California,A52,0,0,36.471865,-6.196595,47
San Dimas,A29,normal,California,A29,0,0,34.106676,-117.806726,73
Jacumba,A29,normal,California,A29,0,0,32.61768,-116.187424,37
Kneeland,A87,normal,California,A87,0,0,40.761243,-123.994778,22
Martinez,A80,lane departure,California,A80,1,0,38.019366,-122.134132,41
Palo Alto,A6,normal,California,A6,0,0,37.441883,-122.143019,64
Bakersfield,A50,lane departure,California,A50,1,1,35.373292,-119.018712,0
San Pablo,A89,normal,California,A89,0,1,37.962146,-122.345526,0
Napa,A20,normal,California,A20,0,0,38.297538,-122.286865,36
Santa Rosa,A54,normal,California,A54,0,0,38.440467,-122.714431,61
Santa Maria,A89,normal,California,A89,0,1,34.953034,-120.435719,0
Antelope,A44,normal,California,A44,0,0,38.716687,-121.364422,16
San Diego,A32,normal,California,A32,0,1,32.715329,-117.157255,0
San Fernando,A3,normal,California,A3,0,1,36.471865,-6.196595,0
San Pablo,A54,normal,California,A54,0,0,37.962146,-122.345526,39
Modesto,A12,normal,California,A12,0,1,37.639097,-120.996878,0
Ojai,A80,normal,California,A80,0,0,34.44805,-119.242889,49
Arbuckle,A47,normal,California,A47,0,0,39.017396,-122.057748,18
Stockton,A90,normal,California,A90,0,0,37.957702,-121.29078,58
Redding,A3,normal,California,A3,0,0,40.58654,-122.391675,67
Lodi,A82,normal,California,A82,0,1,38.130197,-121.272447,0
Willits,A39,normal,California,A39,0,0,39.409608,-123.355566,34
Santa Rosa,A23,normal,California,A23,0,0,38.440467,-122.714431,28
Klamath,A40,normal,California,A40,0,0,41.526509,-124.038407,32
Santa Maria,A62,normal,California,A62,0,0,34.953034,-120.435719,21
Ukiah,A30,normal,California,A30,0,0,39.150171,-123.207783,59
Mariposa,A92,normal,California,A92,0,0,37.484938,-119.966284,62
Oceanside,A79,normal,California,A79,0,1,33.19587,-117.379483,0
Stockton,A75,normal,California,A75,0,0,37.957702,-121.29078,43
Santa Rosa,A35,normal,California,A35,0,0,38.440467,-122.714431,42
Santa Rosa,A17,normal,California,A17,0,0,38.440467,-122.714431,47
Ojai,A30,normal,California,A30,0,0,34.44805,-119.242889,23
Palo Cedro,A84,normal,California,A84,0,1,40.563763,-122.238892,0
Apple Valley,A61,normal,California,A61,0,0,34.500831,-117.185876,55
Santa Paula,A14,normal,California,A14,0,0,34.354166,-119.059271,37
Hollister,A66,normal,California,A66,0,0,36.852455,-121.401602,67
Irvine,A52,normal,California,A52,0,0,33.683947,-117.794694,35
Willits,A65,normal,California,A65,0,0,39.409608,-123.355566,15
Santa Rosa,A71,normal,California,A71,0,0,38.440467,-122.714431,68
Antelope,A5,unsafe tail distance,California,A5,1,0,38.716687,-121.364422,31
Aptos,A42,normal,California,A42,0,0,36.977173,-121.899402,47
Santa Rosa,A61,normal,California,A61,0,1,38.440467,-122.714431,0
Antelope,A32,normal,California,A32,0,1,38.716687,-121.364422,0
Stockton,A6,normal,California,A6,0,0,37.957702,-121.29078,62
Santa Rosa,A5,normal,California,A5,0,0,38.440467,-122.714431,62
Palo Alto,A33,normal,California,A33,0,1,37.441883,-122.143019,0
Holtville,A44,normal,California,A44,0,0,32.811161,-115.380264,23
La Puente,A6,normal,California,A6,0,1,34.020011,-117.949508,0
Santa Rosa,A53,normal,California,A53,0,0,38.440467,-122.714431,31
San Dimas,A87,normal,California,A87,0,0,34.106676,-117.806726,41
Knights Landing,A65,normal,California,A65,0,0,38.799703,-121.720574,54
Palo Alto,A79,normal,California,A79,0,0,37.441883,-122.143019,64
Palo Cedro,A15,normal,California,A15,0,0,40.563763,-122.238892,37
Palmdale,A32,normal,California,A32,0,0,34.579434,-118.116461,20
Cloverdale,A52,normal,California,A52,0,0,38.805462,-123.017223,34
Kneeland,A41,normal,California,A41,0,0,40.761243,-123.994778,46
Aptos,A69,normal,California,A69,0,1,36.977173,-121.899402,0
Willits,A18,normal,California,A18,0,0,39.409608,-123.355566,62
Aptos,A42,normal,California,A42,0,0,36.977173,-121.899402,40
Hollister,A97,normal,California,A97,0,0,36.852455,-121.401602,52
Palmdale,A13,normal,California,A13,0,0,34.579434,-118.116461,71
Homeland,A45,normal,California,A45,0,0,33.743076,-117.109197,16
Stockton,A48,normal,California,A48,0,0,37.957702,-121.29078,73
Redding,A30,normal,California,A30,0,0,40.58654,-122.391675,37
Antelope,A62,normal,California,A62,0,1,38.716687,-121.364422,0
Antelope,A86,normal,California,A86,0,0,38.716687,-121.364422,61
San Francisco,A22,normal,California,A22,0,0,37.77493,-122.419416,60
Stockton,A17,normal,California,A17,0,0,37.957702,-121.29078,29
Arbuckle,A90,overspeed,California,A90,1,0,39.017396,-122.057748,77
Oceano,A93,normal,California,A93,0,1,35.098865,-120.612393,0
Apple Valley,A18,normal,California,A18,0,1,34.500831,-117.185876,0
Oceano,A97,normal,California,A97,0,0,35.098865,-120.612393,71
Arbuckle,A43,normal,California,A43,0,0,39.017396,-122.057748,25
San Dimas,A47,normal,California,A47,0,0,34.106676,-117.806726,17
Santa Rosa,A54,normal,California,A54,0,0,38.440467,-122.714431,27
Santa Rosa,A63,normal,California,A63,0,0,38.440467,-122.714431,44
Martinez,A72,normal,California,A72,0,0,38.019366,-122.134132,43
Oceanside,A98,normal,California,A98,0,0,33.19587,-117.379483,45
Arbuckle,A97,lane departure,California,A97,0,0,39.017396,-122.057748,33
Santa Rosa,A57,normal,California,A57,0,0,38.440467,-122.714431,54
Aptos,A19,normal,California,A19,0,0,36.977173,-121.899402,46
Santa Rosa,A18,normal,California,A18,0,0,38.440467,-122.714431,57
Markleeville,A74,normal,California,A74,0,0,38.693723,-119.779683,28
Aptos,A92,normal,California,A92,0,0,36.977173,-121.899402,51
Cloverdale,A25,normal,California,A25,0,0,38.805462,-123.017223,60
Stockton,A44,normal,California,A44,0,0,37.957702,-121.29078,17
Lodi,A51,normal,California,A51,0,1,38.130197,-121.272447,0
Modesto,A16,normal,California,A16,0,0,37.639097,-120.996878,40
Santa Rosa,A53,normal,California,A53,0,1,38.440467,-122.714431,0
Fresno,A42,normal,California,A42,0,0,36.746842,-119.772587,64
San Diego,A77,normal,California,A77,0,1,32.715329,-117.157255,0
Santa Monica,A9,normal,California,A9,0,1,34.019454,-118.491191,0
Willits,A53,normal,California,A53,0,0,39.409608,-123.355566,47
Lodi,A67,normal,California,A67,0,0,38.130197,-121.272447,62
Santa Rosa,A27,normal,California,A27,0,0,38.440467,-122.714431,23
Arbuckle,A93,normal,California,A93,0,1,39.017396,-122.057748,0
Aptos,A70,normal,California,A70,0,0,36.977173,-121.899402,40
Goleta,A52,normal,California,A52,0,0,34.435829,-119.827639,43
Arbuckle,A39,normal,California,A39,0,0,39.017396,-122.057748,35
Oceanside,A21,normal,California,A21,0,0,33.19587,-117.379483,54
Santa Rosa,A67,normal,California,A67,0,0,38.440467,-122.714431,27
Holtville,A52,normal,California,A52,0,0,32.811161,-115.380264,39
Marysville,A8,normal,California,A8,0,0,39.145725,-121.591355,53
Knights Landing,A65,normal,California,A65,0,0,38.799703,-121.720574,48
San Diego,A28,normal,California,A28,0,1,32.715329,-117.157255,0
Glen Ellen,A2,normal,California,A2,0,0,38.36408,-122.524149,19
Markleeville,A66,normal,California,A66,0,0,38.693723,-119.779683,41
Aptos,A73,normal,California,A73,0,0,36.977173,-121.899402,75
La Palma,A99,normal,California,A99,0,1,33.846404,-118.046731,0
La Quinta,A88,normal,California,A88,0,0,33.663357,-116.310009,36
San Pablo,A96,normal,California,A96,0,0,37.962146,-122.345526,54
Isleton,A95,normal,California,A95,0,0,38.161861,-121.611621,17
Willits,A46,normal,California,A46,0,1,39.409608,-123.355566,0
Isleton,A3,normal,California,A3,0,0,38.161861,-121.611621,18
Apple Valley,A45,normal,California,A45,0,0,34.500831,-117.185876,60
Oceano,A47,normal,California,A47,0,0,35.098865,-120.612393,20
Santa Rosa,A84,normal,California,A84,0,0,38.440467,-122.714431,46
Aptos,A24,normal,California,A24,0,0,36.977173,-121.899402,58
Santa Rosa,A99,normal,California,A99,0,0,38.440467,-122.714431,69
Santa Rosa,A62,normal,California,A62,0,0,38.440467,-122.714431,73
Santa Rosa,A1,lane departure,California,A1,1,0,38.440467,-122.714431,24
Occidental,A27,normal,California,A27,0,0,38.40765,-122.947713,41
Isleton,A60,normal,California,A60,0,0,38.161861,-121.611621,35
Holtville,A94,normal,California,A94,0,1,32.811161,-115.380264,0
Lodi,A82,normal,California,A82,0,0,38.130197,-121.272447,57
Aptos,A74,normal,California,A74,0,0,36.977173,-121.899402,43
San Quentin,A37,normal,California,A37,0,0,37.941325,-122.484704,62
Palo Alto,A83,normal,California,A83,0,0,37.441883,-122.143019,66
Willits,A85,normal,California,A85,0,0,39.409608,-123.355566,42
Bakersfield,A4,normal,California,A4,0,0,35.373292,-119.018712,70
Santa Rosa,A3,normal,California,A3,0,0,38.440467,-122.714431,25
Klamath,A90,unsafe following distance,California,A90,1,0,41.526509,-124.038407,43
Aptos,A38,normal,California,A38,0,1,36.977173,-121.899402,0
Willits,A32,normal,California,A32,0,0,39.409608,-123.355566,64
Santa Rosa,A95,normal,California,A95,0,0,38.440467,-122.714431,70
Arbuckle,A71,normal,California,A71,0,0,39.017396,-122.057748,33
Isleton,A80,normal,California,A80,0,0,38.161861,-121.611621,23
Apple Valley,A34,normal,California,A34,0,0,34.500831,-117.185876,40
Willits,A14,normal,California,A14,0,1,39.409608,-123.355566,0
Palmdale,A90,normal,California,A90,0,0,34.579434,-118.116461,38
Modesto,A47,normal,California,A47,0,0,37.639097,-120.996878,41
Palo Alto,A37,normal,California,A37,0,0,37.441883,-122.143019,57
Occidental,A46,normal,California,A46,0,1,38.40765,-122.947713,0
La Palma,A68,normal,California,A68,0,0,33.846404,-118.046731,63
Willits,A89,normal,California,A89,0,1,39.409608,-123.355566,0
Arbuckle,A62,normal,California,A62,0,0,39.017396,-122.057748,16
San Pablo,A96,normal,California,A96,0,0,37.962146,-122.345526,47
Santa Rosa,A22,normal,California,A22,0,0,38.440467,-122.714431,37
Stockton,A60,normal,California,A60,0,0,37.957702,-121.29078,34
Stockton,A67,normal,California,A67,0,0,37.957702,-121.29078,57
Occidental,A88,normal,California,A88,0,0,38.40765,-122.947713,40
Willits,A62,normal,California,A62,0,0,39.409608,-123.355566,45
La Puente,A33,normal,California,A33,0,1,34.020011,-117.949508,0
Palmdale,A13,normal,California,A13,0,1,34.579434,-118.116461,0
Goleta,A75,normal,California,A75,0,0,34.435829,-119.827639,20
Santa Rosa,A12,normal,California,A12,0,0,38.440467,-122.714431,52
Apple Valley,A18,normal,California,A18,0,0,34.500831,-117.185876,34
Apple Valley,A11,normal,California,A11,0,0,34.500831,-117.185876,31
Palmdale,A36,normal,California,A36,0,0,34.579434,-118.116461,57
Palo Alto,A56,normal,California,A56,0,0,37.441883,-122.143019,75
Lodi,A9,normal,California,A9,0,0,38.130197,-121.272447,62
Stockton,A67,normal,California,A67,0,1,37.957702,-121.29078,0
La Quinta,A38,normal,California,A38,0,0,33.663357,-116.310009,54
San Quentin,A14,normal,California,A14,0,0,37.941325,-122.484704,53
Santa Rosa,A34,normal,California,A34,0,1,38.440467,-122.714431,0
Glendora,A100,normal,California,A100,0,0,34.136119,-117.865339,16
La Palma,A22,normal,California,A22,0,0,33.846404,-118.046731,17
Hollister,A66,normal,California,A66,0,0,36.852455,-121.401602,45
Santa Rosa,A74,normal,California,A74,0,1,38.440467,-122.714431,0
Antelope,A78,normal,California,A78,0,0,38.716687,-121.364422,40
Palmdale,A28,normal,California,A28,0,0,34.579434,-118.116461,48
Willits,A94,normal,California,A94,0,1,39.409608,-123.355566,0
Palo Alto,A56,unsafe following distance,California,A56,1,0,37.441883,-122.143019,24
La Quinta,A84,normal,California,A84,0,0,33.663357,-116.310009,19
Knightsen,A35,normal,California,A35,0,0,37.968812,-121.668008,41
Bakersfield,A69,normal,California,A69,0,0,35.373292,-119.018712,54
Roseville,A17,normal,California,A17,0,0,38.752124,-121.288006,54
Palo Cedro,A38,normal,California,A38,0,0,40.563763,-122.238892,33
Isleton,A64,normal,California,A64,0,1,38.161861,-121.611621,0
Homeland,A45,normal,California,A45,0,1,33.743076,-117.109197,0
Antelope,A58,normal,California,A58,0,0,38.716687,-121.364422,73
San Dimas,A1,normal,California,A1,0,0,34.106676,-117.806726,19
La Palma,A5,normal,California,A5,0,0,33.846404,-118.046731,32
Redding,A49,normal,California,A49,0,0,40.58654,-122.391675,16
Fresno,A73,normal,California,A73,0,0,36.746842,-119.772587,55
Santa Rosa,A61,normal,California,A61,0,0,38.440467,-122.714431,32
Willits,A4,normal,California,A4,0,0,39.409608,-123.355566,51
Klamath,A40,normal,California,A40,0,0,41.526509,-124.038407,18
Palo Alto,A79,normal,California,A79,0,0,37.441883,-122.143019,73
Kneeland,A60,normal,California,A60,0,0,40.761243,-123.994778,69
Irvine,A17,normal,California,A17,0,0,33.683947,-117.794694,47
Santa Rosa,A47,unsafe tail distance,California,A47,1,0,38.440467,-122.714431,15
Glen Ellen,A29,normal,California,A29,0,0,38.36408,-122.524149,71
Antelope,A31,normal,California,A31,0,0,38.716687,-121.364422,75
Knightsen,A35,normal,California,A35,0,1,37.968812,-121.668008,0
San Dimas,A93,normal,California,A93,0,0,34.106676,-117.806726,24
Santa Rosa,A19,normal,California,A19,0,0,38.440467,-122.714431,55
Irvine,A67,normal,California,A67,0,1,33.683947,-117.794694,0
Glen Ellen,A17,normal,California,A17,0,0,38.36408,-122.524149,74
Palo Alto,A10,normal,California,A10,0,0,37.441883,-122.143019,37
Santa Monica,A67,normal,California,A67,0,1,34.019454,-118.491191,0
Palmdale,A86,normal,California,A86,0,0,34.579434,-118.116461,54
San Fernando,A76,normal,California,A76,0,0,36.471865,-6.196595,73
Lodi,A90,normal,California,A90,0,0,38.130197,-121.272447,39
Ukiah,A45,normal,California,A45,0,1,39.150171,-123.207783,0
Bakersfield,A42,normal,California,A42,0,0,35.373292,-119.018712,25
San Francisco,A99,normal,California,A99,0,1,37.77493,-122.419416,0
Cloverdale,A71,normal,California,A71,0,1,38.805462,-123.017223,0
Santa Rosa,A81,normal,California,A81,0,1,38.440467,-122.714431,0
Apple Valley,A19,normal,California,A19,0,0,34.500831,-117.185876,61
La Puente,A41,normal,California,A41,0,1,34.020011,-117.949508,0
